"До встре́чи!","A dopo!","Conversazione base",
"До свида́ния!","Arrivederci!","Conversazione base",
"До ско́рого!","A presto!","Conversazione base",
"До́брое у́тро!","Buona mattina!","Conversazione base",
"До́брый ве́чер!","Buona sera!","Conversazione base",
"До́брый день!","Buongiorno!","Conversazione base",
"Как дела́?","Come stai?","Conversazione base",
"Споко́йной но́чи!","Buonanotte!","Conversazione base",
"а","e, ma","Congiunzioni","Conversazione base",
"бе́лый","bianco","Aggettivi","Colori",
"бежа́ть","correre","Verbi",
"блю́до","piatto","Sostantivi","Cibo",
"блю́дце","piattino","Sostantivi","Cibo",
"бока́л","calice","Sostantivi","Cibo",
"брат","fratello","Sostantivi","Famiglia",
"бри́ть","rasare","Verbi",
"верте́ть","far girare","Verbi",
"весна́","primavera","Sostantivi",
"ви́деть","vedere","Verbi",
"ви́лка","forchetta","Sostantivi","Cibo",
"во́семь","otto","Numeri",
"вода́","acqua","Sostantivi","Cibo",
"води́тель","guidatore","Sostantivi","Occupazioni",
"вокру́г","attorno","Avverbi",
"врач","medico","Sostantivi","Occupazioni",
"всегда́","sempre","Avverbi",
"всё","tutto","Conversazione base",
"где","dove","Pronomi interrogativi",
"гна́ть","spingere, condurre, cacciare","Verbi",
"го́сть","ospite","Sostantivi",
"говори́ть","parlare, dire","Verbi",
"голубо́й","azzurro","Aggettivi","Colori",
"гото́вить","preparare","Verbi","Cibo",
"да","sì","Conversazione base",
"давно́","da tanto tempo, tanto tempo fa","Avverbi",
"два","due","Numeri",
"дверь","porta","Sostantivi","Casa",
"де́вять","nove","Numeri",
"де́лать","fare","Verbi",
"де́сять","dieci","Numeri",
"держа́ть","tenere","Verbi",
"дом","casa","Sostantivi","Casa",
"дочь","figlia","Sostantivi","Famiglia",
"друг","amico","Sostantivi",
"дыша́ть","respirare","Verbi",
"ещё","ancora","Avverbi",
"ждать","aspettare","Verbi",
"жена́","moglie","Sostantivi","Famiglia",
"жи́ть","vivere, abitare","Verbi",
"журнали́ст","giornalista","Sostantivi","Occupazioni",
"жёлтый","giallo","Aggettivi","Colori",
"зави́сеть","dipendere","Verbi",
"заче́м","perché (scopo)","Pronomi interrogativi",
"здра́вствуй(те)","salve, buongiorno","Conversazione base",
"зелёный","verde","Aggettivi","Colori",
"зна́чить","significare","Verbi",
"знать","sapere","Verbi",
"и","e","Congiunzioni","Conversazione base",
"и́ли","o","Congiunzioni","Conversazione base",
"и́мя","nome","Sostantivi",
"изуча́ть","studiare, esaminare","Verbi",
"италья́нец","italiano (nazione)","Sostantivi",
"италья́нский","italiano (aggettivo)","Aggettivi",
"как","come","Pronomi interrogativi",
"како́й","quale","Pronomi interrogativi",
"каранда́ш","matita","Sostantivi","Studio",
"кастрю́ля","pentola","Sostantivi","Cibo",
"кни́га","libro","Sostantivi","Studio",
"ко́мната","stanza","Sostantivi","Casa",
"когда́","quando","Pronomi interrogativi",
"кори́чневый","marrone",
"кото́рый","quale (tra tanti)","Pronomi interrogativi",
"кра́сный","rosso","Aggettivi","Colori",
"кре́сло","poltrona","Sostantivi",
"кру́жка","tazza (mug)","Sostantivi","Cibo",
"кры́шка","coperchio","Sostantivi","Cibo",
"кто","chi","Pronomi interrogativi",
"куда́","dove (direzione)","Pronomi interrogativi",
"легко́","facilmente","Avverbi",
"литерату́ра","letteratura","Sostantivi",
"ло́жка","cucchiaio","Sostantivi","Cibo",
"люби́ть","amare","Verbi",
"ма́ма","mamma","Sostantivi","Famiglia",
"матема́тик","matematico","Sostantivi","Occupazioni",
"мать","madre","Sostantivi","Famiglia",
"мно́го","tanto","Avverbi",
"молоде́ц","bravo","Sostantivi",
"молоко́","latte","Sostantivi","Cibo",
"молча́ть","tacere","Verbi",
"моро́женое","gelato","Sostantivi","Cibo",
"му́зыка","musica","Sostantivi",
"муж","marito","Sostantivi","Famiglia",
"не о́чень хорошо́","non molto bene","Avverbi","Conversazione base",
"не́ за что","di niente","Conversazione base",
"неда́вно","da poco, recentemente","Avverbi",
"немно́го","poco","Avverbi",
"ненави́деть","odiare","Verbi",
"непло́хо","non male","Avverbi","Conversazione base",
"нет","no","Conversazione base",
"но","ma","Congiunzioni","Conversazione base",
"нож","coltello","Sostantivi","Cibo",
"ноль","zero","Numeri",
"норма́льно","normale","Avverbi","Conversazione base",
"о́чень","molto","Avverbi","Conversazione base",
"обе́д","pranzo","Verbi","Cibo",
"оби́деть","offendere","Verbi",
"объясня́ть","spiegare","Verbi",
"оди́н","uno","Numeri",
"ора́нжевый","arancione","Aggettivi","Colori",
"отвеча́ть","rispondere","Verbi",
"оте́ц","padre","Sostantivi","Famiglia",
"отку́да","da dove","Pronomi interrogativi",
"отли́чно","ottimamente","Avverbi",
"отли́чный","ottimo","Aggettivi",
"па́па","papà","Sostantivi","Famiglia",
"переводи́ть","tradurre","Verbi",
"пи́ть","bere","Verbi",
"пиа́ла","ciotola","Sostantivi","Cibo",
"пло́хо","male","Avverbi","Conversazione base",
"подру́га","amica","Sostantivi",
"пожа́луйста","prego","Conversazione base",
"пока́","ciao (partenza)","Conversazione base",
"понима́ть","capire","Verbi",
"почему́","perché (causa)","Pronomi interrogativi",
"приве́т","ciao (incontro)","Conversazione base",
"проща́й(те)","addio","Conversazione base",
"путеше́ственник","viaggiatore","Sostantivi","Occupazioni",
"пять","cinque","Numeri",
"рабо́чий","operaio","Sostantivi","Occupazioni",
"разде́лочная доска́","tagliere","Sostantivi","Cibo",
"ребёнок","bambino, figlio","Sostantivi","Famiglia",
"ру́сский","russo","Aggettivi",
"ру́чка","penna","Sostantivi","Studio",
"салфе́тка","tovagliolo","Sostantivi","Cibo",
"се́рый","grigio","Aggettivi","Colori",
"сего́дня","oggi","Avverbi",
"сейча́с","ora, adesso","Avverbi",
"семь","sette","Numeri",
"сестра́","sorella","Sostantivi","Famiglia",
"си́ний","blu","Aggettivi","Colori",
"ско́лько","quanto","Pronomi interrogativi",
"сковорода́ / сковоро́дка","pentola","Sostantivi","Cibo",
"сло́во","parola","Sostantivi",
"смотре́ть","guardare","Verbi",
"спаси́бо","grazie","Conversazione base",
"спра́шивать","domandare, interrogare, chiedere","Verbi",
"стака́н","bicchiere","Sostantivi","Cibo",
"стели́ть","stendere","Verbi",
"стол","tavolo","Sostantivi","Casa",
"стоя́ть","stare in piedi","Verbi",
"студе́нт","studente","Sostantivi","Occupazioni",
"стул","sedia","Sostantivi","Casa",
"сын","figlio","Sostantivi","Famiglia",
"та́к себе","così così","Conversazione base",
"те́перь","adesso, ora","Avverbi",
"то́лько","soltanto","Avverbi","Conversazione base",
"три","tre","Numeri",
"уважа́ть","rispettare","Verbi",
"уже́","già","Avverbi",
"уро́к","lezione","Sostantivi",
"учи́тель","insegnante","Sostantivi","Occupazioni",
"фами́лия","cognome","Sostantivi",
"фиоле́товый","viola","Aggettivi","Colori",
"хоро́ший","buono","Aggettivi",
"хорошо́","bene","Avverbi","Conversazione base",
"хоте́ть","volere","Verbi",
"ча́шка","tazza (cup)","Sostantivi","Cibo",
"чай","tè","Sostantivi","Cibo",
"чайник","teiera","Sostantivi","Cibo",
"чей (чья, чьё, чьи)","di chi","Pronomi interrogativi",
"четы́ре","quattro","Numeri",
"чита́ть","leggere","Verbi",
"что","che, che cosa","Pronomi interrogativi",
"чёрный","nero","Aggettivi","Colori",
"шесть","sei","Numeri",
"шокола́д","cioccolato","Sostantivi","Cibo",
"шокола́дный","cioccolatoso","Aggettivi","Cibo",
"это","questo","Aggettivi","Pronomi",
"язы́к","lingua","Sostantivi",

